flight_date,month,day_of_week,dep_hour,airline,airline_name,origin,dest,origin_city,dest_city,distance,origin_weather,dest_weather,airport_congestion,aircraft_age,turnaround_time,maintenance_flag,carrier_delay_history,nas_delay,dep_delay_minutes,is_delayed
2023-06-27,6,1,8,B6,JetBlue Airways,JFK,LAX,New York JFK,Los Angeles,5003.1,Snow,Rain,90,22,69.5,1,38.7,0.0,15,1
2023-07-12,7,2,9,F9,Frontier Airlines,JFK,SFO,New York JFK,San Francisco,5412.9,Clear,Clear,82,11,18.1,0,3.3,0.0,0,0
2023-10-08,10,6,9,AA,American Airlines,PHX,MIA,Phoenix,Miami,3668.9,Clear,Cloudy,64,5,48.6,0,16.0,0.0,13,0
2023-07-27,7,3,10,NK,Spirit Airlines,LGA,SEA,New York LaGuardia,Seattle,5431.3,Cloudy,Fog,88,4,38.0,0,7.2,1.3,33,1
2023-09-11,9,0,11,NK,Spirit Airlines,JFK,MCO,New York JFK,Orlando,1625.5,Snow,Wind,79,8,66.8,1,25.7,0.0,632,1
2023-12-26,12,1,19,AA,American Airlines,DTW,SFO,Detroit,San Francisco,4379.8,Snow,Cloudy,84,8,73.2,0,0.0,6.3,14,0
2023-05-10,5,2,20,NK,Spirit Airlines,PHX,LGA,Phoenix,New York LaGuardia,4262.5,Thunderstorm,Rain,59,8,52.5,1,11.3,0.0,118,1
2023-06-02,6,4,9,WN,Southwest Airlines,ORD,PHX,Chicago O'Hare,Phoenix,2837.0,Cloudy,Thunderstorm,88,5,42.9,0,5.7,8.4,0,0
2023-12-18,12,0,11,B6,JetBlue Airways,ORD,PHX,Chicago O'Hare,Phoenix,2858.5,Clear,Rain,85,24,55.5,0,23.4,0.0,-1,0
2023-04-14,4,4,20,F9,Frontier Airlines,BWI,SFO,Baltimore,San Francisco,5119.6,Cloudy,Fog,66,3,39.7,0,24.0,0.0,0,0
2023-01-03,1,1,13,DL,Delta Air Lines,ATL,BOS,Atlanta,Boston,1850.7,Thunderstorm,Cloudy,91,16,55.0,0,0.0,0.0,80,1
2023-08-01,8,1,18,DL,Delta Air Lines,BWI,PHL,Baltimore,Philadelphia,259.4,Fog,Cloudy,75,2,53.9,0,29.8,0.0,10,0
2023-02-16,2,3,11,NK,Spirit Airlines,BOS,SFO,Boston,San Francisco,5692.1,Snow,Rain,82,18,44.6,0,28.0,0.0,68,1
2023-08-06,8,6,15,AS,Alaska Airlines,MSP,PHL,Minneapolis,Philadelphia,2080.7,Cloudy,Clear,62,19,50.0,0,12.9,5.6,4,0
2023-04-13,4,3,16,AA,American Airlines,PHL,MCO,Philadelphia,Orlando,1447.5,Fog,Clear,66,10,37.7,0,15.1,0.0,6,0
2023-03-20,3,0,9,AS,Alaska Airlines,DEN,MIA,Denver,Miami,3135.9,Snow,Wind,73,12,36.9,0,20.0,4.4,15,1
2023-03-30,3,3,21,AS,Alaska Airlines,LAS,JFK,Las Vegas,New York JFK,4693.6,Rain,Fog,62,15,23.1,0,12.3,16.8,11,0
2023-03-07,3,1,17,B6,JetBlue Airways,SEA,SLC,Seattle,Salt Lake City,1296.7,Fog,Rain,92,3,46.3,0,1.9,3.9,95,1
2023-12-02,12,5,7,WN,Southwest Airlines,LAS,LAX,Las Vegas,Los Angeles,494.6,Cloudy,Rain,81,20,56.3,0,12.0,5.2,4,0
2023-01-09,1,0,14,AS,Alaska Airlines,MIA,JFK,Miami,New York JFK,1851.8,Wind,Thunderstorm,76,8,41.6,0,7.7,0.0,34,1
2023-10-23,10,0,12,AS,Alaska Airlines,PHX,ORD,Phoenix,Chicago O'Hare,2826.9,Snow,Thunderstorm,62,2,30.1,0,18.5,0.0,10,0
2023-04-11,4,1,10,WN,Southwest Airlines,PHX,MSP,Phoenix,Minneapolis,2489.5,Cloudy,Clear,67,19,25.5,0,3.7,0.0,26,1
2023-08-05,8,5,11,DL,Delta Air Lines,DEN,SLC,Denver,Salt Lake City,819.3,Clear,Wind,73,15,28.3,0,18.0,0.0,75,1
2023-11-27,11,0,22,UA,United Airlines,ORD,DEN,Chicago O'Hare,Denver,1889.3,Snow,Fog,80,21,26.5,0,21.3,0.0,33,1
2023-10-15,10,6,6,UA,United Airlines,PHL,ORD,Philadelphia,Chicago O'Hare,1410.5,Clear,Thunderstorm,47,12,29.4,0,17.6,0.0,4,0
2023-02-07,2,1,22,DL,Delta Air Lines,PHX,SLC,Phoenix,Salt Lake City,753.9,Thunderstorm,Fog,71,4,26.5,0,20.7,0.0,177,1
2023-07-29,7,5,8,DL,Delta Air Lines,DTW,DEN,Detroit,Denver,2345.1,Wind,Rain,87,9,34.8,0,15.7,0.0,11,0
2023-03-10,3,4,17,NK,Spirit Airlines,CLT,DFW,Charlotte,Dallas/Fort Worth,1869.1,Thunderstorm,Cloudy,92,1,43.2,0,11.9,0.0,100,1
2023-02-04,2,5,15,B6,JetBlue Airways,ATL,MSP,Atlanta,Minneapolis,1557.6,Wind,Cloudy,99,13,34.6,0,13.9,0.2,42,1
2023-02-24,2,4,9,DL,Delta Air Lines,ATL,DEN,Atlanta,Denver,2424.4,Clear,Clear,102,10,34.2,0,7.6,2.8,5,0
2023-12-09,12,5,20,NK,Spirit Airlines,ATL,BOS,Atlanta,Boston,1727.5,Fog,Snow,79,1,47.1,0,14.0,5.0,15,1
2023-02-08,2,2,14,NK,Spirit Airlines,PHL,MSP,Philadelphia,Minneapolis,2091.1,Thunderstorm,Snow,63,20,55.2,0,13.0,0.0,27,1
2023-05-24,5,2,5,UA,United Airlines,SEA,ATL,Seattle,Atlanta,4529.3,Fog,Fog,46,19,47.8,0,5.2,0.0,15,1
2023-09-04,9,0,16,AS,Alaska Airlines,DFW,LAS,Dallas/Fort Worth,Las Vegas,2056.7,Cloudy,Thunderstorm,79,14,43.0,0,25.5,0.0,51,1
2023-12-07,12,3,16,F9,Frontier Airlines,DFW,MIA,Dallas/Fort Worth,Miami,1993.1,Snow,Fog,91,14,40.6,0,20.4,11.6,15,1
2023-09-01,9,4,14,B6,JetBlue Airways,SEA,MSP,Seattle,Minneapolis,3255.9,Cloudy,Snow,57,18,67.5,0,13.8,0.0,93,1
2023-07-19,7,2,8,UA,United Airlines,DTW,PHL,Detroit,Philadelphia,914.3,Wind,Wind,78,3,39.6,0,29.2,0.0,42,1
2023-11-24,11,4,9,NK,Spirit Airlines,SEA,LAS,Seattle,Las Vegas,1353.7,Fog,Rain,72,7,50.4,0,6.0,0.0,38,1
2023-09-07,9,3,13,AA,American Airlines,ATL,MSP,Atlanta,Minneapolis,1563.5,Clear,Rain,102,19,20.2,0,21.2,0.0,70,1
2023-10-27,10,4,12,F9,Frontier Airlines,LAX,DFW,Los Angeles,Dallas/Fort Worth,2411.1,Wind,Wind,95,18,58.0,0,13.5,0.0,15,1
2023-01-23,1,0,15,DL,Delta Air Lines,LGA,LAX,New York LaGuardia,Los Angeles,5057.4,Cloudy,Fog,81,8,38.5,0,8.9,17.1,-2,0
2023-05-21,5,6,15,DL,Delta Air Lines,SEA,MCO,Seattle,Orlando,5062.2,Fog,Rain,61,2,50.9,0,23.1,0.0,1,0
2023-02-14,2,1,11,AA,American Airlines,LAS,SLC,Las Vegas,Salt Lake City,625.0,Cloudy,Cloudy,69,5,29.4,0,13.7,10.4,10,0
2023-05-17,5,2,16,F9,Frontier Airlines,DEN,ATL,Denver,Atlanta,2358.5,Snow,Cloudy,70,21,62.3,0,0.0,14.5,79,1
2023-10-18,10,2,5,B6,JetBlue Airways,LAS,SLC,Las Vegas,Salt Lake City,611.5,Wind,Wind,54,3,69.7,0,0.0,0.0,129,1
2023-09-30,9,5,8,B6,JetBlue Airways,DTW,SEA,Detroit,Seattle,4410.8,Thunderstorm,Fog,86,16,37.0,0,6.8,0.0,37,1
2023-09-26,9,1,18,WN,Southwest Airlines,DFW,PHX,Dallas/Fort Worth,Phoenix,1616.0,Fog,Fog,102,9,48.3,0,29.9,0.0,15,1
2023-04-06,4,3,15,DL,Delta Air Lines,MCO,LAS,Orlando,Las Vegas,3804.7,Cloudy,Clear,62,2,54.7,0,0.0,0.0,6,0
2023-03-01,3,2,7,NK,Spirit Airlines,BOS,MSP,Boston,Minneapolis,2526.0,Fog,Wind,106,8,19.8,0,20.1,4.9,15,1
2023-12-26,12,1,20,AS,Alaska Airlines,CLT,PHX,Charlotte,Phoenix,3413.3,Cloudy,Cloudy,76,19,31.4,0,10.7,6.2,15,1
2023-03-24,3,4,15,F9,Frontier Airlines,CLT,ORD,Charlotte,Chicago O'Hare,1016.6,Thunderstorm,Rain,69,20,31.9,0,11.8,0.0,79,1
2023-04-27,4,3,21,WN,Southwest Airlines,MSP,CLT,Minneapolis,Charlotte,1705.2,Cloudy,Thunderstorm,66,12,75.6,0,14.5,0.0,15,1
2023-12-16,12,5,11,B6,JetBlue Airways,SFO,PHX,San Francisco,Phoenix,1241.1,Rain,Clear,77,13,30.6,0,26.1,0.0,2,0
2023-12-16,12,5,13,NK,Spirit Airlines,MIA,MCO,Miami,Orlando,364.5,Cloudy,Cloudy,69,7,53.8,0,0.0,0.0,10,0
2023-09-18,9,0,16,WN,Southwest Airlines,ORD,DFW,Chicago O'Hare,Dallas/Fort Worth,1513.8,Cloudy,Thunderstorm,86,3,39.1,0,16.9,0.0,10,0
2023-03-25,3,5,22,UA,United Airlines,MSP,SFO,Minneapolis,San Francisco,3329.2,Snow,Rain,60,6,47.1,0,17.1,0.0,71,1
2023-06-03,6,5,11,WN,Southwest Airlines,DEN,BWI,Denver,Baltimore,3027.8,Cloudy,Rain,64,19,52.1,0,17.3,0.0,33,1
2023-05-25,5,3,12,AA,American Airlines,MIA,BWI,Miami,Baltimore,1598.4,Thunderstorm,Clear,70,2,34.7,0,16.0,0.0,15,1
2023-09-29,9,4,10,WN,Southwest Airlines,BWI,MCO,Baltimore,Orlando,1290.6,Wind,Clear,54,20,31.7,0,11.0,5.1,9,0
2023-03-12,3,6,11,UA,United Airlines,ORD,LGA,Chicago O'Hare,New York LaGuardia,1571.8,Fog,Wind,88,7,44.7,0,8.4,0.0,-4,0
2023-05-27,5,5,7,UA,United Airlines,BWI,ATL,Baltimore,Atlanta,1050.3,Thunderstorm,Rain,81,22,41.5,0,6.8,0.0,134,1
2023-03-19,3,6,17,WN,Southwest Airlines,LAS,LAX,Las Vegas,Los Angeles,438.0,Fog,Rain,78,3,47.9,0,30.3,0.0,64,1
2023-02-23,2,3,14,F9,Frontier Airlines,SEA,BWI,Seattle,Baltimore,5138.7,Fog,Snow,69,24,56.6,1,19.9,2.9,208,1
2023-06-30,6,4,20,UA,United Airlines,ATL,BWI,Atlanta,Baltimore,1126.3,Rain,Clear,105,11,54.6,0,24.8,2.4,1,0
2023-05-19,5,4,7,AA,American Airlines,ATL,MSP,Atlanta,Minneapolis,1589.5,Snow,Rain,107,4,63.2,0,9.0,0.0,29,1
2023-10-24,10,1,13,UA,United Airlines,ORD,LAS,Chicago O'Hare,Las Vegas,3110.8,Thunderstorm,Fog,75,12,60.3,0,31.5,0.0,7,0
2023-04-22,4,5,13,F9,Frontier Airlines,LAS,CLT,Las Vegas,Charlotte,3784.7,Thunderstorm,Rain,79,10,34.7,1,15.0,6.5,139,1
2023-10-08,10,6,10,UA,United Airlines,SFO,DEN,San Francisco,Denver,1966.7,Fog,Cloudy,79,19,34.6,0,15.0,0.0,40,1
2023-10-28,10,5,19,DL,Delta Air Lines,MCO,DFW,Orlando,Dallas/Fort Worth,1885.4,Thunderstorm,Snow,84,11,43.4,1,19.2,1.6,174,1
2023-11-18,11,5,9,UA,United Airlines,MIA,MSP,Miami,Minneapolis,2563.0,Fog,Thunderstorm,69,13,55.5,0,11.8,2.0,272,1
2023-02-06,2,0,11,AS,Alaska Airlines,LAX,JFK,Los Angeles,New York JFK,5036.6,Cloudy,Fog,79,8,43.8,0,0.0,0.0,13,0
2023-10-05,10,3,12,WN,Southwest Airlines,ATL,MSP,Atlanta,Minneapolis,1569.6,Clear,Wind,103,17,27.4,0,24.9,0.0,50,1
2023-03-04,3,5,18,AA,American Airlines,SFO,PHX,San Francisco,Phoenix,1276.0,Fog,Snow,113,17,15.0,0,22.1,0.0,15,1
2023-11-06,11,0,8,B6,JetBlue Airways,DTW,LAS,Detroit,Las Vegas,3630.8,Snow,Cloudy,71,8,47.9,0,4.3,0.0,127,1
2023-05-03,5,2,9,DL,Delta Air Lines,LAS,PHL,Las Vegas,Philadelphia,4472.0,Snow,Cloudy,60,12,53.7,0,6.6,0.0,29,1
2023-07-18,7,1,17,UA,United Airlines,BOS,JFK,Boston,New York JFK,279.5,Clear,Clear,111,15,48.3,0,6.3,1.5,6,0
2023-05-09,5,1,11,AS,Alaska Airlines,PHX,ATL,Phoenix,Atlanta,3113.4,Rain,Fog,60,8,36.3,1,0.0,0.0,15,1
2023-10-20,10,4,10,NK,Spirit Airlines,CLT,MSP,Charlotte,Minneapolis,1818.7,Clear,Fog,59,20,46.7,0,14.0,0.0,15,1
2023-08-03,8,3,6,UA,United Airlines,SFO,LGA,San Francisco,New York LaGuardia,5401.8,Clear,Clear,56,9,42.5,0,17.4,0.0,4,0
2023-09-25,9,0,9,UA,United Airlines,MCO,LAX,Orlando,Los Angeles,4201.7,Clear,Fog,81,24,43.2,0,14.7,0.0,46,1
2023-12-26,12,1,20,NK,Spirit Airlines,SEA,MIA,Seattle,Miami,5217.8,Cloudy,Rain,60,5,63.5,0,21.8,13.7,4,0
2023-10-18,10,2,7,WN,Southwest Airlines,PHX,LGA,Phoenix,New York LaGuardia,4176.6,Snow,Cloudy,89,8,24.2,0,23.4,0.0,32,1
2023-12-06,12,2,12,B6,JetBlue Airways,PHL,MIA,Philadelphia,Miami,1636.3,Rain,Cloudy,65,10,65.8,0,26.4,0.0,4,0
2023-02-24,2,4,9,NK,Spirit Airlines,DFW,JFK,Dallas/Fort Worth,New York JFK,2655.1,Rain,Cloudy,80,19,39.3,0,7.9,0.0,66,1
2023-12-17,12,6,7,UA,United Airlines,LAS,DFW,Las Vegas,Dallas/Fort Worth,2061.6,Rain,Fog,103,18,50.3,0,30.2,0.0,258,1
2023-02-08,2,2,7,NK,Spirit Airlines,SLC,LGA,Salt Lake City,New York LaGuardia,4181.9,Thunderstorm,Cloudy,80,5,40.9,0,19.6,0.0,15,1
2023-10-21,10,5,20,UA,United Airlines,DFW,SFO,Dallas/Fort Worth,San Francisco,2816.7,Wind,Fog,73,20,37.6,0,12.9,2.3,32,1
2023-08-21,8,0,21,AS,Alaska Airlines,ATL,ORD,Atlanta,Chicago O'Hare,1015.9,Thunderstorm,Clear,81,10,60.0,0,5.2,8.1,106,1
2023-12-02,12,5,11,F9,Frontier Airlines,JFK,ORD,New York JFK,Chicago O'Hare,1533.2,Fog,Cloudy,82,18,58.5,0,17.4,12.6,45,1
2023-03-02,3,3,11,WN,Southwest Airlines,CLT,PHL,Charlotte,Philadelphia,844.7,Thunderstorm,Wind,58,14,59.4,0,3.5,16.0,86,1
2023-07-26,7,2,16,DL,Delta Air Lines,DTW,DFW,Detroit,Dallas/Fort Worth,1856.3,Wind,Thunderstorm,62,10,54.1,0,16.5,0.0,170,1
2023-10-06,10,4,13,F9,Frontier Airlines,CLT,SLC,Charlotte,Salt Lake City,3541.0,Thunderstorm,Fog,74,11,17.5,1,27.2,0.8,93,1
2023-04-21,4,4,19,B6,JetBlue Airways,CLT,DTW,Charlotte,Detroit,956.7,Clear,Fog,77,17,64.0,0,31.6,5.8,12,0
2023-01-11,1,2,14,WN,Southwest Airlines,ATL,LGA,Atlanta,New York LaGuardia,1402.7,Rain,Snow,96,17,27.7,0,28.7,0.0,30,1
2023-11-14,11,1,16,WN,Southwest Airlines,JFK,DFW,New York JFK,Dallas/Fort Worth,2726.4,Wind,Wind,91,2,65.4,0,14.0,0.0,27,1
2023-07-11,7,1,21,B6,JetBlue Airways,DEN,PHL,Denver,Philadelphia,3182.9,Clear,Rain,70,2,46.5,0,5.0,2.1,102,1
2023-04-04,4,1,20,B6,JetBlue Airways,MSP,LAX,Minneapolis,Los Angeles,3119.4,Snow,Fog,66,2,29.4,0,30.8,0.0,13,0
2023-05-03,5,2,15,B6,JetBlue Airways,DTW,BWI,Detroit,Baltimore,871.6,Clear,Clear,68,21,35.5,0,34.0,4.1,59,1
2023-07-03,7,0,19,NK,Spirit Airlines,CLT,PHX,Charlotte,Phoenix,3372.6,Cloudy,Snow,92,20,58.7,0,17.4,0.0,38,1
2023-06-26,6,0,8,AS,Alaska Airlines,LAS,DEN,Las Vegas,Denver,1192.8,Clear,Clear,78,16,55.8,0,6.5,0.0,-2,0
2023-01-19,1,3,18,NK,Spirit Airlines,MSP,BOS,Minneapolis,Boston,2484.8,Snow,Rain,84,6,33.3,0,2.7,0.0,28,1
2023-02-23,2,3,14,B6,JetBlue Airways,SFO,SLC,San Francisco,Salt Lake City,1296.1,Wind,Fog,81,22,47.6,0,1.2,0.0,13,0
2023-11-22,11,2,13,UA,United Airlines,SFO,LAX,San Francisco,Los Angeles,660.0,Clear,Fog,85,12,37.3,0,31.3,0.0,189,1
2023-06-20,6,1,7,B6,JetBlue Airways,SEA,ATL,Seattle,Atlanta,4444.0,Fog,Snow,96,14,45.2,0,34.3,13.1,79,1
2023-05-04,5,3,10,AA,American Airlines,SEA,MIA,Seattle,Miami,5288.5,Snow,Wind,62,23,53.4,0,8.4,0.7,15,1
2023-04-11,4,1,18,AS,Alaska Airlines,DTW,BWI,Detroit,Baltimore,757.5,Rain,Clear,75,9,32.8,0,22.0,3.8,21,1
2023-06-21,6,2,21,B6,JetBlue Airways,PHX,JFK,Phoenix,New York JFK,4261.8,Thunderstorm,Clear,75,19,20.3,0,21.3,0.0,253,1
2023-12-31,12,6,10,B6,JetBlue Airways,LAS,SLC,Las Vegas,Salt Lake City,646.0,Rain,Cloudy,78,14,55.1,0,15.5,0.0,4,0
2023-11-15,11,2,8,AS,Alaska Airlines,ATL,ORD,Atlanta,Chicago O'Hare,971.9,Fog,Fog,115,6,51.3,0,24.7,7.9,81,1
2023-02-14,2,1,14,AS,Alaska Airlines,SEA,MCO,Seattle,Orlando,4996.8,Snow,Cloudy,65,13,44.5,0,26.8,0.0,69,1
2023-02-06,2,0,17,F9,Frontier Airlines,PHX,ORD,Phoenix,Chicago O'Hare,2825.1,Thunderstorm,Wind,86,10,30.4,0,28.3,0.9,32,1
2023-07-05,7,2,10,DL,Delta Air Lines,PHL,LAS,Philadelphia,Las Vegas,4401.9,Clear,Clear,69,12,64.1,0,11.6,6.0,9,0
2023-12-21,12,3,11,AS,Alaska Airlines,DEN,LAS,Denver,Las Vegas,1207.8,Snow,Thunderstorm,71,10,47.2,0,20.4,0.0,2,0
2023-04-21,4,4,15,AA,American Airlines,SEA,DTW,Seattle,Detroit,4463.0,Fog,Wind,64,12,69.9,0,21.6,0.0,11,0
2023-07-21,7,4,14,F9,Frontier Airlines,MIA,SLC,Miami,Salt Lake City,3923.8,Thunderstorm,Clear,67,16,59.8,0,14.6,1.1,25,1
2023-01-07,1,5,12,NK,Spirit Airlines,LAX,LAS,Los Angeles,Las Vegas,470.7,Clear,Rain,100,21,37.5,0,20.2,0.0,96,1
2023-02-15,2,2,13,AS,Alaska Airlines,SFO,DFW,San Francisco,Dallas/Fort Worth,2791.5,Rain,Cloudy,85,22,65.3,0,21.8,0.0,-5,0
2023-01-09,1,0,13,UA,United Airlines,SFO,BWI,San Francisco,Baltimore,5054.9,Fog,Snow,84,5,41.0,0,4.3,3.5,-5,0
2023-07-10,7,0,16,F9,Frontier Airlines,DFW,DTW,Dallas/Fort Worth,Detroit,1803.2,Clear,Clear,92,1,47.9,0,29.1,0.0,2,0
2023-10-07,10,5,19,AA,American Airlines,DFW,SFO,Dallas/Fort Worth,San Francisco,2821.0,Wind,Fog,108,5,43.5,0,16.3,0.0,100,1
2023-10-22,10,6,10,UA,United Airlines,MIA,CLT,Miami,Charlotte,1097.0,Snow,Rain,71,16,46.5,0,23.4,0.0,25,1
2023-04-10,4,0,9,WN,Southwest Airlines,MSP,CLT,Minneapolis,Charlotte,1742.6,Cloudy,Fog,59,12,43.3,0,6.1,0.9,13,0
2023-01-06,1,4,21,WN,Southwest Airlines,MIA,ORD,Miami,Chicago O'Hare,1984.8,Rain,Rain,80,15,57.3,0,14.4,0.0,1,0
2023-09-10,9,6,12,WN,Southwest Airlines,ORD,BWI,Chicago O'Hare,Baltimore,1261.1,Wind,Wind,84,19,30.7,0,19.7,20.5,-5,0
2023-06-15,6,3,13,AA,American Airlines,MCO,DEN,Orlando,Denver,2830.0,Rain,Clear,79,24,37.4,0,18.6,0.0,-3,0
2023-12-16,12,5,11,F9,Frontier Airlines,PHL,CLT,Philadelphia,Charlotte,835.9,Snow,Rain,60,8,36.9,0,14.8,0.0,6,0
2023-06-21,6,2,14,AA,American Airlines,DEN,PHX,Denver,Phoenix,1025.6,Snow,Snow,67,11,29.6,0,15.9,0.4,97,1
2023-09-04,9,0,8,NK,Spirit Airlines,CLT,MSP,Charlotte,Minneapolis,1640.0,Wind,Snow,88,13,35.2,0,20.6,9.0,15,1
2023-07-20,7,3,22,NK,Spirit Airlines,CLT,SFO,Charlotte,San Francisco,4638.1,Thunderstorm,Fog,68,9,57.6,0,13.4,5.0,54,1
2023-08-31,8,3,18,WN,Southwest Airlines,DTW,LAX,Detroit,Los Angeles,4073.8,Clear,Clear,85,4,36.0,0,19.3,0.0,32,1
2023-05-08,5,0,11,F9,Frontier Airlines,MSP,SLC,Minneapolis,Salt Lake City,2078.8,Snow,Fog,68,12,46.2,0,18.6,0.0,14,0
2023-12-06,12,2,10,NK,Spirit Airlines,JFK,SFO,New York JFK,San Francisco,5369.6,Rain,Rain,89,21,46.3,0,13.1,0.0,35,1
2023-08-06,8,6,9,F9,Frontier Airlines,JFK,BWI,New York JFK,Baltimore,401.8,Clear,Cloudy,82,12,66.6,0,10.7,0.0,-2,0
2023-01-20,1,4,18,NK,Spirit Airlines,LAX,LGA,Los Angeles,New York LaGuardia,5029.4,Cloudy,Snow,116,16,41.4,0,3.4,0.0,24,1
2023-05-21,5,6,11,AS,Alaska Airlines,PHL,MCO,Philadelphia,Orlando,1381.7,Thunderstorm,Snow,60,1,30.6,0,18.1,0.0,0,0
2023-07-13,7,3,20,AA,American Airlines,SEA,ATL,Seattle,Atlanta,4483.6,Fog,Rain,58,9,54.6,0,28.3,0.0,7,0
2023-09-19,9,1,21,AS,Alaska Airlines,DFW,CLT,Dallas/Fort Worth,Charlotte,1858.4,Cloudy,Cloudy,77,19,63.8,0,11.7,0.2,15,1
2023-09-19,9,1,13,DL,Delta Air Lines,DTW,ATL,Detroit,Atlanta,941.3,Rain,Cloudy,53,11,45.7,0,31.1,0.0,9,0
2023-01-03,1,1,19,F9,Frontier Airlines,SFO,PHX,San Francisco,Phoenix,1170.8,Fog,Rain,103,13,49.8,0,20.3,0.0,11,0
2023-04-30,4,6,21,DL,Delta Air Lines,ATL,PHL,Atlanta,Philadelphia,1205.8,Cloudy,Cloudy,84,13,49.3,0,34.4,0.0,20,1
2023-01-09,1,0,18,B6,JetBlue Airways,SLC,PHL,Salt Lake City,Philadelphia,4081.2,Rain,Snow,64,22,41.1,0,3.4,0.0,-4,0
2023-05-04,5,3,8,NK,Spirit Airlines,DFW,ORD,Dallas/Fort Worth,Chicago O'Hare,1384.5,Thunderstorm,Thunderstorm,107,10,31.1,0,11.4,2.8,39,1
2023-06-22,6,3,18,DL,Delta Air Lines,DTW,DFW,Detroit,Dallas/Fort Worth,1850.3,Fog,Clear,74,3,40.2,0,19.7,0.0,15,1
2023-06-29,6,3,13,UA,United Airlines,ATL,PHX,Atlanta,Phoenix,3105.4,Snow,Clear,99,18,56.2,0,33.4,1.7,4,0
2023-07-18,7,1,8,NK,Spirit Airlines,DFW,ATL,Dallas/Fort Worth,Atlanta,1403.8,Thunderstorm,Rain,107,7,43.8,0,22.9,0.0,15,1
2023-12-17,12,6,10,AA,American Airlines,SEA,LGA,Seattle,New York LaGuardia,5438.4,Rain,Thunderstorm,67,18,28.4,0,19.5,8.2,49,1
2023-11-30,11,3,11,AS,Alaska Airlines,CLT,MIA,Charlotte,Miami,984.9,Thunderstorm,Fog,63,13,48.0,0,21.5,0.0,11,0
2023-09-27,9,2,19,NK,Spirit Airlines,PHL,DTW,Philadelphia,Detroit,946.7,Rain,Wind,78,17,51.4,0,22.9,0.0,25,1
2023-12-29,12,4,21,AS,Alaska Airlines,DTW,LAS,Detroit,Las Vegas,3551.4,Cloudy,Fog,66,13,42.5,0,7.2,0.0,14,0
2023-07-17,7,0,14,AA,American Airlines,LAX,LGA,Los Angeles,New York LaGuardia,4919.2,Snow,Clear,97,8,45.6,0,16.9,0.0,-2,0
2023-11-23,11,3,7,AS,Alaska Airlines,SFO,BWI,San Francisco,Baltimore,5058.6,Cloudy,Rain,99,18,64.3,0,3.6,0.0,15,1
2023-01-06,1,4,10,B6,JetBlue Airways,DFW,LGA,Dallas/Fort Worth,New York LaGuardia,2764.3,Snow,Snow,93,5,46.5,0,5.7,2.0,15,1
2023-04-02,4,6,10,AA,American Airlines,PHL,MIA,Philadelphia,Miami,1627.5,Rain,Cloudy,68,18,36.6,0,0.0,1.6,46,1
2023-06-23,6,4,12,AA,American Airlines,DEN,PHL,Denver,Philadelphia,3271.1,Cloudy,Clear,72,3,17.9,0,14.0,0.0,15,1
2023-05-03,5,2,9,DL,Delta Air Lines,PHX,SLC,Phoenix,Salt Lake City,762.3,Fog,Cloudy,59,10,46.2,0,0.0,0.0,69,1
2023-10-20,10,4,12,AA,American Airlines,SLC,DEN,Salt Lake City,Denver,803.0,Clear,Wind,62,2,46.1,0,19.6,0.0,1,0
2023-12-19,12,1,18,AA,American Airlines,BWI,ORD,Baltimore,Chicago O'Hare,1196.8,Cloudy,Snow,83,5,56.2,0,0.0,0.0,15,1
2023-06-17,6,5,12,F9,Frontier Airlines,MSP,MCO,Minneapolis,Orlando,2272.9,Cloudy,Rain,54,18,40.0,0,9.5,0.0,104,1
2023-02-23,2,3,15,UA,United Airlines,MCO,CLT,Orlando,Charlotte,794.6,Cloudy,Rain,63,23,51.7,0,6.0,0.0,5,0
2023-10-08,10,6,21,UA,United Airlines,DFW,CLT,Dallas/Fort Worth,Charlotte,1834.9,Thunderstorm,Snow,71,3,39.3,0,25.7,0.0,181,1
2023-10-14,10,5,22,DL,Delta Air Lines,PHX,DFW,Phoenix,Dallas/Fort Worth,1693.8,Fog,Snow,66,16,65.3,0,17.9,0.0,15,1
2023-03-03,3,4,9,NK,Spirit Airlines,MCO,ORD,Orlando,Chicago O'Hare,1687.0,Fog,Thunderstorm,80,24,44.9,0,19.4,0.0,30,1
2023-02-28,2,1,11,WN,Southwest Airlines,LAS,DFW,Las Vegas,Dallas/Fort Worth,1990.0,Rain,Rain,60,12,42.1,0,11.2,14.1,27,1
2023-01-08,1,6,7,F9,Frontier Airlines,CLT,JFK,Charlotte,New York JFK,998.3,Rain,Cloudy,76,15,23.0,0,22.1,0.0,6,0
2023-06-14,6,2,14,UA,United Airlines,BOS,MIA,Boston,Miami,2042.5,Fog,Thunderstorm,75,2,51.3,0,19.1,0.0,88,1
2023-03-25,3,5,17,DL,Delta Air Lines,ORD,JFK,Chicago O'Hare,New York JFK,1539.1,Rain,Clear,101,20,44.9,0,16.8,0.3,1,0
2023-08-23,8,2,17,B6,JetBlue Airways,MCO,BOS,Orlando,Boston,1833.7,Snow,Clear,104,20,31.7,0,32.1,0.0,188,1
2023-05-01,5,0,19,AS,Alaska Airlines,PHL,BOS,Philadelphia,Boston,543.2,Rain,Cloudy,78,10,78.2,0,4.5,0.0,-1,0
2023-01-22,1,6,14,DL,Delta Air Lines,MCO,MSP,Orlando,Minneapolis,2259.5,Rain,Snow,65,19,46.7,0,0.0,8.4,15,1
